Company,Founded,City,Domain,Description,Founders,Investors,Amount,Stage
EVage,2014,Chandigarh,Automotive,"['EVage', 'India', 'leading', 'electric', 'purpose']",Inderveer Singh,RedBlue Capital,28000000,Seed
Evelabs,2016,Thiruvananthapuram,Healthcare,"['India', 'Consolidated', 'Bug', 'Bounty', 'Platform']","Sanjai Rajendran, Sruthy Gopal, Vishnu MS",JITO Angel N etwork,200000,Pre-seed
Even,2020,Bengaluru,Healthcare,"['monthly', 'subscription', 'cover', 'healthcare', 'needs']","Mayank Banerjee, Matilde Giglio, Alessandro Davide Ialongo",Khosla Ventures,5000000,Seed
Eximpe,2021,Singapore,FinTech,"['Eximpe', 'Managing', 'sellers', 'buyers', 'processes']",Arjun Zacharia,Axel Wehr and Rohit M.A.,270000000,Seed
Exotel,2011,Bengaluru,Telecommunications,"['Customer', 'engagement', 'platform', 'streamlining', 'customer']",Shivakumar Ganesan,Steadview Capital,40000000,Series D
Exotel,2011,Bengaluru,Telecommunications,"['customer', 'Asia', 'largest', 'engagement', 'platform']","Shivakumar Ganesan, Ishwar Sridharan, Siddharth Ramesh, Vijay Sharma","IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund",35000000,Series C
Expertrons,2019,Mumbai,EdTech,"['world', 'largest', 'AI', 'Videobot', 'platform']","Jatin Solank, Vivek Gupta","Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",2300000,Undisclosed
Explorex,2020,Bengaluru,Software,"['Explorex', 'ecosystem', 'software', 'suite', 'business']","Mainak Sarkar, Pritam Khan",Taher Savliwala and Kevin Lin,6000000,Seed
Exponent Energy,2020,Bengaluru,Electronics,"['Exponent', 'Energy', 'focuses', 'developing', 'fast']","Arun Vinayak, Sanjay Byalal Jagannath",Lightspeed India Partners and YourNest Venture Capital,17800000,Series A
Exponent Energy,2020,Bengaluru,Automotive,"['Simplifying', 'energy', 'EVs', 'building', 'Flexible']","Arun Vinayak, Sanjay Byalal",YourNest VC,5000000,Pre-series A
Express Stores,2019,Gurugram,E-Commerce,"['Express', 'Stores', 'retail', 'omnichannel', 'startup']","Apoorv Jain, Kartik Gupta","Venture Highway, Rohit Bansal",1000000,Seed
Exprto,2021,Gurugram,EdTech,"['Online', 'mentorship', 'experience', 'sharing', 'community']",Rajan Chaudhary,AngelList Talent and Sahil Mahaldar,639600000,Seed
ExtraaEdge,2015,Pune,Marketing & Advertising,"['Data', 'Science', 'powered', 'Admission', 'Marketing']","Abhishek Ballabh, Sushil Mundada","9Unicorns Accelerator Fund, Indian Angel Network",1000000,Pre-series A
EyemyEYE,2020,Gurugram,Internet,"['EyeMyEye', 'provides', 'wide', 'range', 'eyewear']","Deepak Arora, Ganesh Iyer, Manish Kumar, Nikhlesh Madan, Sunil Raut, Vinay Kumar",LetsVenture and LC Nueva Investment Partners,598800000,Series A
EyeMyEye,2021,Gurugram,Eyewear,"['Sunglasses', 'Shop', 'latest', 'Eyeglasses', 'Power']",Ganesh Iyer,2000000,2000000,Pre-series A
Eyestem,2016,Bengaluru,Biotechnology,"['Eyestem', 'cell', 'therapy', 'company', 'founded']","Dr. Jogin Desai, Jogin Desai, Rajani Battu",Natco Pharma and Kotak Private Equity,6400000,Series A
Ezstays,2019,New Delhi,EdTech,"['Ezstays', 'leading', 'student', 'life', 'network']","Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",Richard Rekhy,400000,Seed
F5,2018,New Delhi,Food & Beverages,"['F5', 'foods', 'beverages', 'company']","Lalit Aggarwal, Raghav Arora","Venture Catalysts, Jeevak Gupta",300000,Pre-series A
F5,2018,New Delhi,Retail,"['Stop', 'Solution', 'Daily', 'Workplace', 'Needs']","Raghav Arora, Lalit Aggarwal",Auxano Capital,600000,Pre-Series A
Faarms,2020,Bengaluru,AgriTech,"['FAARMS', 'new', 'age', 'digital', 'platform']","Alok Duggal, Taranbir Singh",Boon Hwee Koh and Dr. Cornelius Boersch,1200000,Seed
Fabriclore,2016,Jaipur,Apparel & Fashion,"['India', 'brand', 'artisanal', 'contemporary', 'fabrics']","Vijay Sharma, Anupam Arya, Sandeep Sharma","Fluid Ventures, Mulberry Silks",700000,Pre-series A
Factors.AI,2020,Bengaluru,Software,"['Factors', 'AI', 'Marketing', 'Analytics', 'platform']","Aravind Murthy, Praveen Das, Srikrishna Swaminathan","Elevation Partners, Emergent Ventures",2000000,Undisclosed
Fampay,2019,Bengaluru,FinTech,"['India', 'numberless', 'card', 'UPI', 'bank']","Kush Taneja, Sambhav Jain","Greenoaks Capital, Elevation Capital",38000000,Series A
FanCode,2019,Mumbai,Gaming,"['sports', 'FanCode', 'multi', 'sport', 'aggregator']",Yannick Colaco,Dream Sports,50000000,Undisclosed
FanPlay,2020,Bengaluru,Gaming,"['real', 'money', 'game', 'app', 'specializing']","Pritesh Kumar, Bharat Gupta", Upsparks ,1200000,Undisclosed
Fantasy Akhada,2020,Gurugram,Gaming,"['Fantasy', 'Akhada', 'India', 'fastest', 'growing']","Amit Purohit, Sumit Kumar Jha",Prime Securities Limited,2000000,Series A
Fantasy Akhada,2020,Gurugram,Fantasy sports,"['Fantasy', 'Akhada', 'offers', 'fantasy', 'sports']",Amit Purohit,Harsha Bhogle,600000,Undisclosed
Fanztar,2022,Gurugram,Software,"['Fanztar', 'Web3', 'platform', 'creator', 'economy']","Himanshu Garg, Sahil Singla",India Quotient and Farid Ahsan,5000000,Seed
FarMart,2015,Gurugram,Farming,"['FarMart', 'agritech', 'platform', 'helps', 'businesses']","Alekh Sanghera, Mehtab Singh Hans",Matrix Partners India,10000000,Series A
FarMart,2015,Gurugram,AgriTech,"['FarMart', 'micro', 'SaaS', 'platform', 'helps']","Alekh Sanghera, Mehtab Singh Hans","Omidyar Network India, Avaana Capital",24000000,Pre-series A
FarMart,2015,Gurugram,Farming,"['FarMart', 'building', 'alternative', 'food', 'value']","Alekh Sanghera, Mehtab Singh",General Catalyst,32000000,Series B
Farmers Fresh Zone,2015,Kochi,AgriTech,"['D2C', 'Health', 'Wellness', 'Brand', 'Fresh']",Pradeep PS,"IAN Fund, Malabar Angel Network, Native Angel Network",800000,Pre-series A
Fashinza,2020,Gurugram,B2B Manufacturing,"['Fashinza', 'B2B', 'manufacturing', 'marketplace', 'solves']","Abhishek Sharma, Pawan Gupta","Accel Partners, Elevation Capital",2600000,Seed
Fashinza,2020,Gurgaon,B2B Manufacturing,"['Fashinza', 'B2B', 'manufacturing', 'marketplace', 'solves']","Abhishek Sharma, Pawan Gupta","Accel Partners, Elevation Capital",2600000,Seed
Fashinza,2020,Gurugram,Apparel & Fashion,"['new', 'age', 'supply', 'chain', 'product']","Pawan Gupta, Abhishek Sharma","Accel Partners, Elevation Capital",20000000,Series A
Ferns N Petals,1994,New Delhi,Retail,"['Largest', 'Gifting', 'Chain']","Meeta Gutgutia, Vikaas Gutgutia",Lighthouse,27000000,Undisclosed
Fi,2019,Bengaluru,FinTech,"['Fi', 'neo', 'bank']",Sumit Gwalani,"Capital Group, Falcon Edge",50000000,Series B
Fieldproxy,2016,Chennai,Software,"['Fieldproxy', 'code', 'platform', 'helps', 'field']","Swaroop Vijayakumar, Balakrishna B","LetsVenture, 2am VC, magic.fund",200000,Seed
Filo,2020,Haryana,E-Learning,"['Filo', 'world', 'fastest', 'growing', 'demand']","Imbesat Ahmad, Shadman Anwer, Rohit Kumar",Anthos Capital,23000000,Series A
Filo,2020,New Delhi,EdTech,"['Instant', 'learning', 'platform', 'students', 'self']","Imbesat Ahmad, Shadman Anwer",Better Capital,260000,Pre-seed
FinAGG,2019,Noida,FinTech,"['FinAGG', 'digital', 'credit', 'card', 'suppliers']","Nipun Kohli, Praveen Kumar, Srinivasan R",BlinC Invest and Prime Venture Partners,300000,Seed
FinBox,2015,Bengaluru,Artificial Intelligence,"['FinBox', 'technology', 'data', 'science', 'product']","Anant Deshpande, Rajat Deshpande",Aditya Birla Sun Life AMC,14800000,Series A
Finova Capital,2015,Jaipur,FinTech,"['Finova', 'Capital', 'leading', 'MSME', 'focused']","Mohit Sahney, Sunita Sahney","Norwest Venture Partners, Maj Invest",65000000,Undisclosed
Finsall,2019,Bengaluru,FinTech,"['end', 'Finsall', 'technology', 'process', 'insurance']","Prabal Khanna, Tim Mathews",Unicorn India Ventures,1000000,Pre-series A
Finsall,2019,Bengaluru,Insurance,"['Finsall', 'provides', 'Insurance', 'Premium', 'Financing']","Prabal Khanna, Tim Mathews",Unicorn India Ventures,300000,Seed
FirstCry,2010,Pune,Online shopping,"['FirstCry', 'online', 'shopping', 'store', 'offering']","Amitava Saha, Prashant Jadhav, Sanket Hattimattur, Supam Maheshwari",Multiples,7414,Undisclosed
FirstCure Health,2021,Noida,Healthcare,"['FirstCure', 'Health', 'aims', 'simplify', 'surgery']",Nikhil Bansal,Angel investors,3500000,Pre-seed
Fitelo,2016,Mohali,Fitness,"['Fitelo', 'offers', 'natural', 'diet', 'plans']",Mac Singh,Guild Capital and Pareto Capital,1500000,Undisclosed
Fitpage,2020,Mumbai,Healthcare,"['endurance', 'fitness', 'tech', 'platform', 'focussed']",Vikas Singh,"Astra Ventures, Gaurav Jaitly",300000,Undisclosed
Fittbudd,2021,Gurugram,Fitness,"['FitBudd', 'online', 'platform', 'provides', 'personal']",Abhishek Sharma,Sequoia Capital India and Waveform Ventures,3400000,Seed
Fitterfly,2016,Mumbai,Healthcare,"['Fitterfly', 'offers', 'customized', 'personalized', 'wellness']",Dr Arbinder Singal,"9Unicorns Accelerator Fund, Metaform Ventures",3000000,Pre-series A
Fittr,2016,Pune,Healthcare,"['people', 'fit', 'FITTR', 'mission', 'reach']","Rohit Chattopadhyay, Jitendra Chouksey, Suniel Shetty, Sonal Singh, Bala Dabbedi","Dream Capital, Elysian Park Ventures",11000000,Series A
Five Star Finance,1984,Chennai,FinTech,"['Star', 'Registered', 'Non', 'Banking', 'Finance']",V K Ranganathan,"TPG Capital Asia, Epiq Capital",234000000,Undisclosed
Fivetran,2012,Oakland,Analytics,"['Fivetran', 'technology', 'company', 'helps', 'analysts']","George Fraser, Taylor Brown",General Catalyst and ICONIQ Capital,728100000,Series-D
FlashPrep,2020,Bengaluru,EdTech,"['FlashPrep', 'smart', 'way', 'master', 'learning']","Dhiresh Nagwani, Ashwini Dhekane",Venture Highway,500000,Pre-seed
Flatheads,2018,Bengaluru,Apparel & Fashion,"['Flatheads', 'enthusiastic', 'team', 'young', 'professionals']","Utkarsh Biradar, Ganesh Balakrishnan","We Founder Circle, Dexter Angels",1000000,Pre-series A
Fleek,2021,Bengaluru,Internet,"['Fleek', 'helps', 'track', 'manage', 'subscriptions']","Aditya Uttaravalli, Arvind Eashwar",Axilor,1000000,Seed
Fleetx.io,2017,Gurugram,Computer Software,"['helps', 'Fleetx', 'AI', 'Driven', 'Freight']","Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria Vishal Misra",IndiaMart,19000000,Series B
FlexifyMe,2021,Pune,Healthcare,"['FlexifyMe', 'balance', 'Mind', 'Body', 'Soul']",Manjeet Singh,Sachin Anand and Dipen Shah,30000000,Seed
FlexiLoans,2016,Mumbai,FinTech,"['FlexiLoans', 'lending', 'platform', 'SMEs', 'access']","Abhishek Kothari, Deepak Jain, Manish Lunia, Ritesh Jain",Sanjay Nayar and Yogesh Mahansaria,194200000,Series B
Flexmoney,2015,Mumbai,FinTech,"['Flexmoney', 'mission', 'address', 'enormous', 'digital']",Yezdi Lashkari,Pravega Ventures,4800000,Series A
Flint,2021,Bengaluru,FinTech,"['Crypto', 'investment', 'startup']","Akshit Bordia, Anshu Agrawal","Sequoia Capital India, GFC",5000000,Seed
Flipspaces,2011,Mumbai,Design,"['Flipspaces', 'global', 'tech', 'enabled', 'venture']",Kunal Sharma,Prashasta Seth,2000000,Pre-series B
Flo Mobility,2019,Bengaluru,Industrial Automation,"['bots', 'autonomous', 'tech', 'stack', 'applied']","Manesh Jain, Mohan Kumar","DevX Venture Fund, Blume Founder Fund",400000,Undisclosed
FloBiz,2019,Bengaluru,Technology,"['India', 'neobusiness', 'platform']",Rahul Raj,Elevation Capital,10000000,Series A
FloBiz,2019,Bengaluru,Information Technology,"['Neobank', 'Growing', 'SMBs', 'Simplify', 'GST']","Rahul Raj, Aditya Naik, Rakesh Yadav",Sequoia Capital India,31000000,Series B
FloCareer,2018,Bengaluru,Information Services,"['Best', 'Skills', 'Validation', 'Platform', 'provides']","Mohit Jain,  Mehul Bhatt",Data Point Capital,5700000,Series A
ForeignAdmits,2018,Bengaluru,Career Planning,"['ForeignAdmits', 'mobile', 'career', 'coaching', 'platform']","Ashwini Jain, Nikhil Jain, Sarthak Agarwal",Beerud Sheth and SEA Fund,67600000,Seed
ForeignAdmits,2018,Bengaluru,Higher Education,"['foreignadmits', 'aims', 'addressing', 'biggest', 'problems']","Nikhil Jain, Ashwini Jain",Unicorn India Ventures,400000,Seed
Fountain9,2019,Mumbai,Computer Software,"['Fountain9', 'Y', 'Combinator', 'backed', 'company']","Niki Khokale, Rajas Lonkar","021 Capital, Y Combinator",1900000,Seed
FourKites,2014,Chicago,Software,"['FourKites', 'supply', 'chain', 'visibility', 'platform']",Mathew Joseph Elenjickal,Mitsui & Co and FedEx,241500000,Undisclosed
Fourth Partner Energy,2010,Hyderabad,Environment,"['solar', 'Fourth', 'Partner', 'Energy', 'India']",Vivek Subramanian,"Norfund, The Rise Fund",125000000,Undisclosed
FRAAZO,2020,Mumbai,Food & Beverages,"['FRAAZO', 'Mumbai', 'favourite', 'App', 'Fresh']","Atul Kumar, Aashish Krishnatre","Sixth Sense Ventures, NABVENTURES",11000000,Series A
Fraazo,2020,Mumbai,Food & Beverages,"['FRAAZO', 'Mumbai', 'favourite', 'App', 'Fresh']","Atul Kumar, Aashish Krishnatre",WestBridge Capital,50000000,Series B
Freadom,2008,Gurugram,E-Learning,"['Freadom', 'India', 'comprehensive', 'learning', 'platform']",Nikhil Saraf,"Tiger Shroff, Ashneer Grover",2500000,Undisclosed
Freecultr,2020,New Delhi,Apparel & Fashion,"['meets', 'FREECULTR', 'inner', 'sleep', 'lounge']","Shrey Luthra, Harshit Vij",Sixth Sense Ventures,5000000,Series
FreeStand,2017,New Delhi,B2B Service,"['FreeStand', 'enables', 'FMCG', 'brands', 'execute']","Konark Sharma, Sneh Soni","SucSEED Indovation, IIM Calcutta Innovation Park",100000,Undisclosed
Fresh from Farm,2018,New Delhi,Farming,"['Fresh', 'Farm', 'supplies', 'hydroponic', 'fruits']","Meena Nagdewani, Rohit Nagdewani",Inflection Point Ventures,3200000,Seed
FreshMenu,2014,Bengaluru,Food Processing,"['FreshMenu', 'offers', 'food', 'delivery', 'service']",Rashmi Daga,Florintree Advisors and Srinivas Anumolu,32400000,Series C
Freyr Energy,2014,Hyderabad,Environment,"['Freyr', 'Energy', 'company', 'provides', 'service']","Radhika Choudary, Saurabh Marda","Impact Partners, C4D Partners",2000000,Undisclosed
Frigate,2021,Tiruchirappalli,Manufacturing,"['Frigate', 'provides', 'fabrication', '3D', 'printing']","Adithya Narayanan Seetharaman, Chandrasekar Ch, Iniyavan Vasanthan, Vasanthan Tamizhinian",Abhishek Pandey and Srinath Ramakkrushnan,17500000,Undisclosed
FRND,2019,Bengaluru,Online Media,"['FRND', 'audio', 'dating', 'app', 'Bharat']","Bhanu Pratap Singh Tanwar, Hardik Bansal, Harshvardhan Chhangani",KRAFTON,6500000,Series A
FrontRow,2020,Bengaluru,E-Learning,"['FrontRow', 'enables', 'pursue', 'passions', 'better']","Shubhadit Sharma, Mikhil Raj, Ishaan Preet Singh","Eight Roads Ventures, GSV",14000000,Series A
Fuel Buddy,2017,New Delhi,Oil & Energy,"['FuelBuddy', 'legal', 'private', 'company', 'India']",Aditya Singh ,Jaipuria Family Office,1000000,Undisclosed
Fullife Healthcare,2009,Mumbai,Healthcare,"['Primary', 'Business', 'Development', 'Manufacturing', 'Novel']",Varun Khanna,Morgan Stanley Private Equity Asia,22000000,Series C
Furlenco,2012,Bengaluru,Consumer Goods,"['Furlenco', 'different', 'furniture', 'company']",Ajith Mohan Karimpana,Zinnia Global,100000000,Undisclosed
Furlenco,2012,Bengaluru,Interior Design,"['furniture', 'Furlenco', 'subscription', 'based', 'rental']",Ajith Karimpana,BlackSoil Capital,2000000,Undisclosed
Fyllo,2019,Chicago,Enterprise Software,"['Fyllo', 'software', 'company', 'provides', 'compliance']","Aristotle Loumis, Chad Bronstein, Erik Shani",Sol Global investments and JW Asset Management,9800000,Series C
Fyllo,2019,Bengaluru,AgriTech,"['Fyllo', 'brings', 'farms', 'palms', 'installing']","Sudhanshu Rai, Sumit Sheoran","Indian Angel Network, Titan Capital, Lead Angels",400000,Seed
FypMoney,2021,Gurugram,FinTech,"['financial', 'FypMoney', 'Digital', 'NEO', 'Bank']",Kapil Banwari,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",2000000,Seed
G.O.A.T,2021,Bengaluru,D2C,"['G.O.A.T', 'Brand', 'Labs', 'provides', 'tech']","Rishi Vasudev, Rameswar Misra","Tiger Global, Flipkart Ventures",36000000,Series A
GalaxEye,2020,Chennai,Sattelite connection,"['GalaxEye', 'enables', 'businesses', 'better', 'Decisions']","Denil Chawda, Kishan Thakkar, Pranit Mehta, Rakshit Bhatt, Satyanarayanan Chakravarthy, Suyash Singh",. Anicut Capital and Nithin Kamath,3500000,Seed
GalaxyCard,2017,Gurugram,FinTech,"['GalaxyCard', 'mobile', 'based', 'Instant', 'Credit']",Amit Kumar,JITO Angel Network,450000,Undisclosed
Galgal,2021,Mumbai,FinTech,"['Galgal', 'smartphone', 'application', 'takes', 'intelligent']","Harsh Chhatrapati, Arun Iyer, Akshay Kapoor",Angel investors,100000,Seed
GameEon Studio,2013,Mumbai,Gaming,"['GameEon', 'based', 'sleepless', 'city', 'Mumbai']",Nikhil Malankar,"Mrunal Jhaveri, Ajay Upadhyaya",200000,Undisclosed
GameEon Studios,2013,Mumbai,Gaming,"['GameEon', 'based', 'sleepless', 'city', 'Mumbai']",Nikhil Malankar,Mumbai Angels Network,320000,Undisclosed
Gamerji,2019,Ahmedabad,Gaming,"['eSports', 'tournament', 'platform', 'gamers', 'compete']",Soham Thacker,Unicorn India Ventures,1000000,Pre-series A
Games24x7,2006,Mumbai,Gaming,"['games', 'skill', 'Games24x7', 'India', 'leading']","Trivikraman Thampy, Bhavin Pandya",Malabar Investment,75000000,Undisclosed
Geniemode,2021,Gurugram,Import & Export,"['global', 'Geniemode', 'building', 'extensive', 'online']","Tanuj Gangwani, Amit Sharma","Deepinder Goyal, Kunal Shah, Prashant Malik, Pankaj Gupta",7000000,Series A
Geniemode,2021,Gurugram,B2B E-commerce,"['Transforming', 'global', 'sourcing', 'retailers', 'suppliers']","Amit Sharma, Tanuj Gangwani",Info Edge Ventures,2000000,Undisclosed
GENLEAP,2021,Haryana,Professional Training & Coaching,"['GenLeap', 'India', 'self', 'discovery', 'career']","Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh",8000000,Seed
Genworks Health,2015,Bengaluru,Healthcare,"['GENWORKS', 'Health', 'initiative', 'GE', 'empowering']",S Ganeshprasad,Blacksoil,2000000,Undisclosed
GeoIQ,2019,Bengaluru,Retail ,"['ML', 'ready', 'location', 'data', 'code']","Ankita Thakur, Tusheet Shrivastava",Rohit Bansal and 9Unicorns Accelerator Fund,4600000,Undisclosed
Get My Parking,2015,New Delhi,Mobility,"['Parking', 'B2B', 'Platform', 'Service', 'company']","Chirag Jain, Rasik Pansare","IvyCap Ventures, IAN Fund",6000000,Undisclosed
GetSupp,2022,Bengaluru,Food & Beverages,"['GetSupp', 'AI', 'based', 'marketplace', 'allows']",Arpit Gupta,Ankit Nagori and Kunal Shah,9500000,Seed
GetVantage,2019,Mumbai,FinTech,"['GetVantage', 'India', 'Southeast', 'Asia', 'fintech']","Amit Srivastava, Bhavik Vasa, Sachin Tagra, Sachin Tagra",Sony Innovation Fund and InCred Capita,4100000,Undisclosed
GetWork,2019,Gurugram,Recruitment,"['GetWork', 'campus', 'recruiting', 'platform', 'post']",Rahul Veerwal,Artha Venture Fund,200000,Seed
Gigforce,2020,Bengaluru,Information Technology,"['Wright', 'Research', 'data', 'artificial', 'intelligence']","Anirudh Syal, Chirag Mittal, Parag Modi",Venture Catalysts and ZNL Growth,507500000,Seed
Gigforce,2019,Gurugram,Recruitment,"['gig', 'demand', 'staffing', 'company']","Chirag Mittal, Anirudh Syal",Endiya Partners,3000000,Pre-series A
GIVA,2019,Bengaluru,Jewellery,"['jewellery', 'GIVA', 'online', 'silver', 'store']","Ishendra Agarwal, Nikita Prasad, Sachin Shetty","Sixth Sense Ventures, A91 Partners",10000000,Series A
Glamplus,2020,Bengaluru,Computer Software,"['Glamplus', 'SAAS', 'platform', 'beauty', 'wellness']",Divyanshu Singh,Blume Ventures,700000,Undisclosed
Glamplus,2020,Bengaluru,Software,"['India', '1', 'SaaS', 'based', 'Salon']",Divyanshu Singh,Inflection Point Ventures,200000,Pre-series A
Glamyo Health,2019,New Delhi,Healthcare,"['Glamyo', 'Health', 'advanced', 'healthcare', 'co']","Archit Garg, Dr Preet Pal Thakur",Ananta Capital,3000000,Series A
Glii,2020,Noida,Dating,"['India', 'finest', 'dating', 'companionship', 'application']",Shivam Kaushik,We Founder Circle,10000,Seed
